10000000
       1       1    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1       2    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1       3    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1       4    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1       5    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1       6    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1       7    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1       8    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1       9    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      10    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      11    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1      12    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1      13    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      14    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      15    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1      16    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1      17    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      18    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      19    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1      20    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1      21    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      22    2.19620980E+00  8.69800827E-01 -3.84505174E-01  3.09196204E-01
       1      23    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
       1      24    2.19621020E+00 -8.69800692E-01  3.84506150E-01 -3.09195370E-01
